Job title,Company,Deadline,Location
3D Photogrammetry Scanning Technician,TUMO Center for Creative Technologies,21 April 2024,Yerevan
PR Officer,TUMO Center for Creative Technologies,21 April 2024,Yerevan
Head of Engineering,TUMO Center for Creative Technologies,21 April 2024,Yerevan
UX Researcher,TUMO Center for Creative Technologies,21 April 2024,Yerevan
Customer Service Specialist,ECOS,21 April 2024,Yerevan
Administrative Assistant,Fun Fruit,14 April 2024,Ashtarak
"Մասնագետ, Վճարային տերմինալների սպասարկման խումբ",Converse Bank,10 April 2024,Yerevan
Դիլինգային կենտրոնի ավագ դիլեր,AraratBank OJSC,21 April 2024,Yerevan
Բուժքույր,Atenk Ltd,21 April 2024,Yerevan
Bookkeeper,MG Group,19 April 2024,Yerevan
Media Buyer (Canadian Market),iBooben Development,21 April 2024,Yerevan                                            (Remote)
Bioinformatics Software Developer,BostonGene Technologies,21 April 2024,Yerevan
Support Specialist,gg,21 April 2024,Yerevan
Night-Shift Sales Representative,LUGERA Armenia,21 April 2024,Yerevan
B2C Skill Games Operations Team Lead/ VBET,SoftConstruct,21 April 2024,Yerevan
Վճարային գործառնությունների զարգացման մասնագետ,Telcell,21 April 2024,Yerevan
Ավագ Հաշվապահ,Finance BI - business intelligence / Ֆայնենս ԲիԱյ,21 April 2024,Yerevan
Call center manager,Fast Shift LLC,21 April 2024,Yerevan
Հաշվետար,Ին Թայմ Քոնսալթին,21 April 2024,Yerevan
Lawyer,Telcell,21 April 2024,Yerevan
Գլխավոր տնօրենի օգնական,Bacon Product LLC,21 April 2024,Arzni
B2C վաճառքի մենեջեր,Ador Factory,21 April 2024,Yerevan
Territorial director,AMIO BANK,21 April 2024,Yerevan
Call Center Operator,Fast Shift LLC,21 April 2024,Yerevan
Project Coordinator,SoftConstruct,21 April 2024,Yerevan
Learning Coach in Kajaran (part time),TUMO Center for Creative Technologies,15 April 2024,Kajaran
Facilities Manager,American University of Armenia Fund,09 April 2024,Yerevan
Ընդունարանի աշխատակից,"""Stellar Hotels"" LLC",21 April 2024,Yerevan
Խոհարար,"""Stellar Hotels"" LLC",21 April 2024,Yerevan
Senior Legal Officer (Fintech / Crypto),ECOS,21 April 2024,Yerevan
Golang Developer,SoftConstruct,21 April 2024,Yerevan
"Web Software Engineer, Add Objects",Picsart,21 April 2024,Yerevan
Junior IT Security Analyst / SOC Analyst,SoftConstruct,21 April 2024,Yerevan
Վաճառող-խորհրդատու,V&B Style,21 April 2024,Yerevan
Information Security Specialist,SoftConstruct,21 April 2024,Yerevan
"Chief accountant (Fintech, cloud mining)",ECOS,21 April 2024,Yerevan
Լոգիստիկայի մասնագետ,Globbing,21 April 2024,Yerevan
Cyber Security Specialist,SoftConstruct,21 April 2024,Yerevan
Պահեստապետի օգնական,Brand Leader,21 April 2024,Yerevan
Դասվարի օգնական,Ayb School,21 April 2024,Yerevan
Հաշվապահ,ՄԱՊ ՓԲԸ,21 April 2024,Yerevan
Գրադարանի համակարգող,Ayb School,14 April 2024,Yerevan
Data analyst,Nork Technology Center,21 April 2024,Yerevan
Հեռախոսային վաճառքի մասնագետ,"""Telecom Armenia"" OJSC",21 April 2024,Yerevan
Project Manager ( intern ),AR++,21 April 2024,Yerevan
Լոգիստիկայի մասնագետ,Concern-Energomash  CJSC,19 April 2024,Yerevan
Փոխարինող Վարկային մասնագետ Թալին մասնաճյուղում,AREGAK UCO CJSC,21 April 2024,Talin
Senior Lawyer / Head of Corporate Practice,GRATA INTERNATIONAL,21 April 2024,Yerevan
Վարկային մասնագետ Երևան մասնաճյուղում,AREGAK UCO CJSC,07 April 2024,Yerevan
Աշխատավարձերի հաշվառման մասնագետ (Payroll),AAB Construction,21 April 2024,Yerevan
«Կոտայք» ընտանիքների ամրապնդման սոցիալական ենտրոնի հոգեբանին փոխարինող,SOS Children's Villages Armenia,10 April 2024,village Kotayk
Medical representative (medical devices),S.A.V. GROUP LLC,21 April 2024,Yerevan
Գանձապետական գործառնությունների մասնագետ,"""Telecom Armenia"" OJSC",20 April 2024,Yerevan
“Abovyan” Branch Credit Officer/Business Development Manager,FINCA UCO CJSC,11 April 2024,Abovyan
Գանձապահ «Աշտարակ» մասնաճյուղում,FINCA UCO CJSC,11 April 2024,Ashtarak
Business Systems Specialist,FINCA UCO CJSC,11 April 2024,Yerevan
Business Development Manager,SoftConstruct,20 April 2024,Yerevan
Վաճառքի թիմի մասնագետ,FINCA UCO CJSC,11 April 2024,Yerevan
"Reporting, Budgeting and Financial Analysis Department Leading Specialist",FINCA UCO CJSC,11 April 2024,Yerevan
Գանձապահ «Մասիս» մասնաճյուղում,FINCA UCO CJSC,11 April 2024,Masis
“Armavir” Branch Credit Officer/Business Development Manager,FINCA UCO CJSC,11 April 2024,Armavir
Փորձնակ «Արարատ» մասնաճյուղում,FINCA UCO CJSC,11 April 2024,Ararat
Senior Automation QA Engineer,FastBank CJSC,20 April 2024,Yerevan
Internal Auditor,Galaxy Group of Companies,20 April 2024,Yerevan
"""Մեղրի"" մասնաճյուղում Գանձապահ/Վարկային Մասնագետ / Բիզնեսի զարգացման մենեջեր",FINCA UCO CJSC,11 April 2024,Meghri
PR Specialist,Ameriabank CJSC,08 April 2024,Yerevan
Իրավաբանական անձանց վարկային հայտերի փորձաքննության բաժնի գլխավոր մասնագետ,VTB Bank (Armenia),20 April 2024,Yerevan
Ներմուծման մասնագետ,Atenk Ltd,20 April 2024,Yerevan
Administrative Assistant,ProMotion LLC,20 April 2024,Yerevan
Ավտոպահեստամասերի մասնագետ,Փռայմ Մոթորս ՍՊԸ,20 April 2024,Yerevan
Customer Support Specialist,"WebWork Time Tracker, Inc.",20 April 2024,Yerevan
Corporate Services  Development Specialist,AMX,13 April 2024,Yerevan
Առաջնորդության զարգացման ղեկավար Սյունիքում,Teach For Armenia,20 April 2024,Kapan
"FrontEnd React Developer, Smart Platform",DataArt Armenia,20 April 2024,Yerevan
"Full-Stack Team Lead, Travel Services",DataArt Armenia,20 April 2024,Yerevan
CRM Communication Specialist VBET,SoftConstruct,20 April 2024,Yerevan
Market Development Officer,CARDINAL,17 April 2024,Yerevan
Senior Software development engineer in Test,Align Technology,20 April 2024,Yerevan
1C ERP  մասնագետ,Պռոշյանի Կոնյակի գործարան ՍՊԸ,20 April 2024,Yerevan
Responsible of environment,''Armenia'' International Airports'' CJSC,20 April 2024,Yerevan
ԳԼԽԱՎՈՐ ՀԱՇՎԱՊԱՀ / ՀԱՇՎԱՊԱՀԱԿԱՆ ԲԱԺՆԻ ԱՇԽԱՏԱՆՔՆԵՐԻ ՀԱՄԱԿԱՐԳՈՂ,"""Stellar Hotels"" LLC",20 April 2024,Yerevan
ԳԼԽԱՎՈՐ ՀԱՇՎԱՊԱՀ,"""Stellar Hotels"" LLC",20 April 2024,Yerevan
iOS Developer,Sceyt,20 April 2024,Yerevan
"iOS Developer, Smart Platform",DataArt Armenia,20 April 2024,Yerevan
ARMSOFT System Administrator,Mellat bank,20 April 2024,Yerevan
Business Development Executive,SoftConstruct,19 April 2024,Yerevan
Դեղատնային ցանցի տարածքային մենեջեր,Theopharma,20 April 2024,Yerevan
Project Manager,FINCA UCO CJSC,11 April 2024,Yerevan
Legal Settlement Manager,Lumina Law LLC,20 April 2024,Yerevan
"""Երևան"" մասնաճյուղի սոցիալական աշխատող",SOS Children's Villages Armenia,10 April 2024,Yerevan
“Vardenis” Branch Business Development Manager,FINCA UCO CJSC,11 April 2024,Vardenis
Affiliate manager,iBooben Development,20 April 2024,Yerevan
Procurement and Logistics department Specialist,Agrotech LLC,20 April 2024,Abovyan
Кассир,SPORTMASTER,20 April 2024,Yerevan
Project Manager,Smart Corner,20 April 2024,Yerevan
Senior Full Stack React/PHP developer,Smart Corner,20 April 2024,Yerevan
Վաճառքի Գործառնությունների Ղեկավար,Պրեմիեր Ֆուդս ՍՊԸ,20 April 2024,Yerevan
Ներքին դիտարկումների մասնագետ,FastBank CJSC,20 April 2024,Yerevan
Analyst,Freedom Broker Armenia,20 April 2024,Yerevan
Senior sales manager,Freedom Broker Armenia,20 April 2024,Yerevan
Արժեթղթերի դիլեր,FastBank CJSC,20 April 2024,Yerevan
Արտարժույթի դիլեր,FastBank CJSC,20 April 2024,Gyumri
Programme Officer (Goris Office Coordinator),UNICEF Armenia,10 April 2024,Goris
Head of B2B,Globbing,20 April 2024,Yerevan
Senior Full-Stack (Frontend) Developer,Hundred CJSC,20 April 2024,Yerevan
Senior Product Manager,Azarian Growth Agency,20 April 2024,Yerevan                                            (Remote)
Թվային մարքեթինգի մասնագետ,Bacon Product LLC,20 April 2024,Arzni
Live Support Specialist,Evolution,20 April 2024,Yerevan
Accountant,ՄԱՐԱՆ ՍՊԸ,20 April 2024,Yerevan
Senior Ruby on Rails Engineer - Hoory AI Project,Ucraft,20 April 2024,Yerevan
Sales specialist,Aviadrom LLC,20 April 2024,Yerevan
B2B(SaaS) Sales Specialist,Sceyt,19 April 2024,Yerevan
Mid Frontend developer,"""INGO ARMENIA"" Insurance CJSC",20 April 2024,Yerevan
ԱՇԽԱՏԱԿԱԶՄԻ ՔԱՐՏՈՒՂԱՐՈՒԹՅԱՆ ՄԱՍՆԱԳԵՏ,ARMECONOMBANK OJSC,20 April 2024,Yerevan
Backend Developer,"""INGO ARMENIA"" Insurance CJSC",20 April 2024,Yerevan
ՄՌԿ մասնագետ,AREGAK UCO CJSC,07 April 2024,Yerevan
QA Automation Engineer - Hoory AI Project,Ucraft,16 April 2024,Yerevan
English-speaking Armenian Teacher,ToTalk Armenian,19 April 2024,Yerevan                                            (Remote)
"Младший контент менеджер маркеплейсов (Wildberries, Ozon)",Reyma,19 April 2024,Yerevan
Front Office Agent,"Courtyard by Marriott, Yerevan",19 April 2024,Yerevan
Audit Senior at EY office in Yerevan,Ernst and Young CJSC (EY),19 April 2024,Yerevan
Audit Assistant at EY office in Yerevan,Ernst and Young CJSC (EY),19 April 2024,Yerevan
Senior Full Stack Web Developer,Cayole,15 April 2024,Yerevan
sales consultant,Սմարտ Չոյս,19 April 2024,Yerevan
Finance Specialist,NoyMed LLC,19 April 2024,Yerevan
Վաճառքի և սպասարկման մասնագետ ք․ Ապարան,Ucom,19 April 2024,Aparan
Office manager,«Օհանյան Բրենդի Կոմպանի» ՍՊԸ,19 April 2024,Yerevan
Շահագործման ինժեները,"""Max Station"" LLC",19 April 2024,Yerevan
Digital Product Sales Department Head,Telcell,19 April 2024,Yerevan
Customer Analytics Specialist,Digitain,19 April 2024,Yerevan
Medical representative - surgery,B2B Medical,19 April 2024,Yerevan
Customer Retention Specialist,Digitain,19 April 2024,Yerevan
Առևտրային գործակալ  /Preseller,Derjava,19 April 2024,Gyumri
Հաշվապահ,Derjava,19 April 2024,Yerevan
Բարիստա/Գանձապահ,VENLO,19 April 2024,Yerevan
Rights and Content Operations Manager,SoftConstruct,19 April 2024,Yerevan
Financial Analyst,"""Max Station"" LLC",19 April 2024,Yerevan
Technical Operator,SoftConstruct,19 April 2024,Yerevan
"Senior Backend Engineer, Python",Hexens,19 April 2024,Yerevan
Associate/ Lawyer,Delex Law  firm,18 April 2024,Yerevan
Business operations associate,Hexens,19 April 2024,Yerevan
Legal Settlement Supervisor,Lumina Law LLC,19 April 2024,Yerevan
Legal Settlement Assistant,Lumina Law LLC,19 April 2024,Yerevan
Legal Case Supervisor,Lumina Law LLC,19 April 2024,Yerevan
Middle/Middle+ Frontend Developer (Vue 3/ Nuxt 3),GCreative,19 April 2024,Yerevan
Administrative assistant,Any Rose,18 April 2024,Yerevan
Embedded software engineer,WaveAccess,19 April 2024,Yerevan
Business Development Manager,AffPapa,19 April 2024,Yerevan                                            (Remote)
Administrator,Varpet,19 April 2024,Yerevan
Content manager,Eldorado Armenia,19 April 2024,Yerevan
Senior Software Engineer/Vue.js - Hoory AI Project,Ucraft,19 April 2024,Yerevan
Customer Service Representative,ՍԵՐՎԻՍՀԱԲ ՓԲԸ,19 April 2024,Yerevan
SALES MANAGER,Polyplast Armenia,19 April 2024,Yerevan
Հաշվապահ,Կոնցեպտում ՓԲԸ,19 April 2024,Yerevan
Senior bookkeeper,ՍԵՐՎԻՍՀԱԲ ՓԲԸ,19 April 2024,Yerevan
Operational Risk Manager,Converse Bank,19 April 2024,Yerevan
Insurance | Reinsurance Broker,"""Prime Insurance Brokers"" LLC",12 April 2024,Yerevan
Full Stack .Net Developer,Praemium RA LLC,19 April 2024,Yerevan
Digital Marketing Specialist,M.A.M online school,19 April 2024,Yerevan
Բարմեն,TotoGaming,19 April 2024,Yerevan
Executive assistant/Project coordinator,Nork Technology Center,19 April 2024,Yerevan
Հաճախորդների սպասարկման մասնագետ,TotoGaming,19 April 2024,Yerevan
IT support specialist,Nork Technology Center,19 April 2024,Yerevan
Հաճախորդների սպասարկման մասնագետ (Աշտարակ),TotoGaming,19 April 2024,Ashtarak
IT Project Manager - Volunteer Management System (VMS),Armenian Volunteer Corps (AVC),19 April 2024,Yerevan
ՍՄՄ Մասնագետ/Օպերատոր,«Դարֆ» ՍՊԸ,19 April 2024,Yerevan
POS տերմինալների սպասարկման մասնագետ,Acba Bank OJSC,19 April 2024,Yerevan
KPI Implementation and Development Specialist,Digitain,19 April 2024,Yerevan
Export Manager,Artfood,18 April 2024,Yerevan
Accountant,«Դեֆանս Հաուզինգ Ինվեստ» ՓԲԸ,18 April 2024,Yerevan
Sales Specialist,"WebWork Time Tracker, Inc.",18 April 2024,Yerevan
English Teacher,“Academy Of Creative Explorers” LLC,18 April 2024,Yerevan
Receptionist / Administrator,«Mounthree»,18 April 2024,Vanadzor
Revenue Management Specialist,Deluxe Technologies LLC,18 April 2024,Yerevan
Service Clerk - Artashat Branch,AMIO BANK,18 April 2024,Artashat
Office Receptionist,Evolution,18 April 2024,Yerevan
Senior Media Buyer,iBooben Development,18 April 2024,Yerevan                                            (Remote)
Product manager,А-Медика,18 April 2024,Yerevan
Ֆինանսական հաշվետվությունների և բյուջետավորման մասնագետ,"""Telecom Armenia"" OJSC",18 April 2024,Yerevan
Medical representative,Solgar Armenia,12 April 2024,Yerevan
Graphic desinger,Sparsis Holding,18 April 2024,Yerevan
Gyumri Branch Manager,AMIO BANK,18 April 2024,Gyumri
Էլեկտրիկ-նախագծող,ԱՐԹ-ԳՐՈՒՊ ՍՊԸ,18 April 2024,Yerevan
Ներմուծման մենեջեր,Ադամիում,17 April 2024,Yerevan
Real estate sales/rent specialist,Calibri Real Estate Agency,18 April 2024,Yerevan
Խանութի մենեջեր,Brand Leader,18 April 2024,Nor Hachn
Ավագ հաշվապահ,Bacon Product LLC,18 April 2024,Arzni
Credit portfolio collection specialist - Visits,"LMS LLC, Loan Management Services",18 April 2024,Yerevan
Senior Network Engineer,Digitain,18 April 2024,Yerevan
ՍՐԱՀԻ ՊԱՏԱՍԽԱՆԱՏՈՒ,The LOFT,18 April 2024,Yerevan
Fixed Asset and Materials Accountant,TUMO Center for Creative Technologies,12 April 2024,Yerevan
Marketing communication Manager,Axioma Ltd,18 April 2024,Yerevan
Գլխավներոր ինժեներ,Էյ Էմ Գրուպ ՍՊԸ,18 April 2024,Yerevan
Loan Officer,CARD  AgroCredit UCO CJSC,18 April 2024,Yerevan
Հաշվապահ,VAK GROUP,18 April 2024,Yerevan
Հաշվետար,Brand Leader,18 April 2024,Yerevan
Call Centre Specialist/night shift,"""INGO ARMENIA"" Insurance CJSC",18 April 2024,Yerevan
Accountant,Freda,18 April 2024,Yerevan
Export specialist,A  M Rare,18 April 2024,Yerevan
ՏՏ աշխատակից,ECLOF Armenia,18 April 2024,Vagharshapat
Angular Developer,Buymie,18 April 2024,Yerevan
Product manager in the passive and commission products department,VTB Bank (Armenia),18 April 2024,Yerevan
Փաստաբան պարտքերի հավաքագրման թիմում,Delex Law  firm,18 April 2024,Yerevan
Senior HR Generalist,Prime Group of Companies,18 April 2024,Yerevan
Product manager,Yerevan Chocolate Company CJSC,17 April 2024,Yerevan
Culture and Engagement Manager,SoftConstruct,12 April 2024,Yerevan
Accountant,ԱՐԹ-ԳՐՈՒՊ ՍՊԸ,17 April 2024,Yerevan
Վաճառքի բաժնի մասնագետ(վարկային մասնագետ),"""GLOBAL CREDIT"" UCO CJSC",11 April 2024,Yerevan
React Native Developer,DataArt Armenia,17 April 2024,Yerevan
Customer care representative,Tempus Group,17 April 2024,Yerevan
Personal Banker,Byblos Bank Armenia CJSC,07 April 2024,Yerevan
գանձապահ վաճառող,Շոփարթ ՍՊԸ,17 April 2024,Yerevan
Teller,Byblos Bank Armenia CJSC,07 April 2024,Yerevan
Համապատասխանության մասնագետ,Easy Pay,17 April 2024,Yerevan
sells agent,ԱՎԱՍ,17 April 2024,Yerevan
sells agent,ԱՎԱՍ,14 April 2024,Artashat
Digital Advertising Manager (contract-based),Krisp,17 April 2024,Yerevan
Business Development Executive,Synergy International Systems,17 April 2024,Yerevan
Junior Python Software Developer,Daniam LLC,17 April 2024,Yerevan
Operator,Իմպրես հաշվապահական ընկերություն,17 April 2024,Yerevan
Graphic Designer,Dalma Garden Mall,11 April 2024,Yerevan
Հաշվապահ՝ աշխատակիցների հաշվառման և աշխատավարձի հաշվարկման գործառույթներով,Հայաստանի Հաշվապահների Ասոցիացիա,17 April 2024,Yerevan
Data Analyst,Acba Bank OJSC,17 April 2024,Yerevan
Export specialist,Yerevan Chocolate Company CJSC,17 April 2024,Yerevan
Մատուցող/ուհի,President Hotel,17 April 2024,Yerevan
Մաքրուհի/սպասուհի,President Hotel,17 April 2024,Yerevan
Reservation-sales agent,Deluxe Technologies LLC,17 April 2024,Yerevan
Head of  Department,Մրցակցության պաշտպանության հանձնաժողով,17 April 2024,Yerevan
SAP Basis Administrator,Acba Bank OJSC,17 April 2024,Yerevan
Quality Management System Specialist,AeroDynamics,17 April 2024,Yerevan
Document Control Specialist,AeroDynamics,17 April 2024,Yerevan
3D Printing Technician/Specialist,AeroDynamics,17 April 2024,Yerevan
Warehouse Operator,AeroDynamics,17 April 2024,Yerevan
Senior UI/UX Designer,AeroDynamics,17 April 2024,Yerevan
Hardware Test Engineer,AeroDynamics,17 April 2024,Yerevan
Senior Lawyer,AeroDynamics,17 April 2024,Yerevan
Analyst,"""INGO ARMENIA"" Insurance CJSC",17 April 2024,Yerevan
Accountant,ASK-Consult LLC,17 April 2024,Yerevan
Frond Desk Agent,President Hotel,17 April 2024,Yerevan
Logistics Sales Manager,HUMANIZZED,17 April 2024,Yerevan
Intern Sales Manager,Naghashyan Solutions,17 April 2024,Yerevan
Graphic Designer,Eachbase,17 April 2024,Yerevan
Tax Consultant,KPMG Armenia LLC,17 April 2024,Yerevan
Customer Support Agent (Russian Speaking),TokenWin,17 April 2024,Yerevan
3D Motion Designer/ CG Generalist for Fastexverse,SoftConstruct,17 April 2024,Yerevan
Training Specialist (Customer Care),TokenWin,16 April 2024,Yerevan
B2B վաճառքի մենեջեր,ONE WAY TOUR,17 April 2024,Yerevan
Senior Graphic Designer,TokenWin,17 April 2024,Yerevan
Game Presenter-Morning Shift,Evolution,17 April 2024,Yerevan
Cold Caller Specialist,Earlyone,17 April 2024,Yerevan
Customer Support Agent (Turkish Language),TokenWin,17 April 2024,Yerevan
NATIONAL ALTERNATIVE CARE ADVISOR,SOS Children's Villages Armenia,17 April 2024,Yerevan
Bioinformatician / Data Scientist,Quantori Armenia,17 April 2024,Yerevan
Senior Machine Learning Engineer,Quantori Armenia,17 April 2024,Yerevan
Head of AML Division,Mellat bank,17 April 2024,Yerevan
Phone sales specialist in Vagharshapat,EFES,17 April 2024,Yerevan
Phone sales specialist,EFES,17 April 2024,Yerevan
Էլեկտրատեխնիկ,Atenk Ltd,17 April 2024,Yerevan
Voluntary insurance sales specialist,EFES,17 April 2024,Yerevan
Հիմնական միջոցների և պաշարների հաշվառման թիմի ղեկավար,Ucom,17 April 2024,Yerevan
IT Support Engineer,EFES,17 April 2024,Yerevan
Տնօրենի օգնական,ՄԼ Մայնինգ ՍՊԸ,17 April 2024,Yerevan
Marketing specialist,"""INGO ARMENIA"" Insurance CJSC",17 April 2024,Yerevan
Կորպորատիվ հաճախորդների ներգրավման մասնագետ,"""INGO ARMENIA"" Insurance CJSC",17 April 2024,Yerevan
Technical Project Manager/ VBET,SoftConstruct,17 April 2024,Yerevan
HoReCa Executive,Philip Morris Armenia LLC,17 April 2024,Yerevan
sales manager,SOLAR CENTRE LLC,08 April 2024,Martuni
sales consultant,ՅՈՒՆԱՅԹԵԴ ՏԵԽՆԻԿԱԼ ՍԵՐՎԻՍ ՍՊԸ,16 April 2024,Yerevan
Embedded Software Engineer,Tauro Technologies,16 April 2024,Yerevan
ՀԱՇՎԱՊԱՀ,Triple Consulting,15 April 2024,Yerevan
Customer Care Specialist (Smart Sales software),Smart Systems LLC,15 April 2024,Yerevan
"WordPress, PHP developer",SourceCode development,15 April 2024,Yerevan
Graphic Designer/ Trainer,SmartCode,15 April 2024,Yerevan
Node.js Engineer/Trainer,SmartCode,15 April 2024,Yerevan
UI/UX Designer/Trainer,SmartCode,15 April 2024,Yerevan
Python Engineer/Trainer,SmartCode,15 April 2024,Yerevan
JavaScript Engineer/Trainer,SmartCode,15 April 2024,Yerevan
Product Manager/Trainer,SmartCode,15 April 2024,Yerevan
Full-stack Developer,Bringit Technologies,15 April 2024,Ashdod                                            (Remote)
Junior System Administrator,AeroDynamics,15 April 2024,Yerevan
Head of Workshops Division,TUMO Center for Creative Technologies,14 April 2024,Yerevan
Learning Coach in Yeghegnadzor (part time),TUMO Center for Creative Technologies,14 April 2024,Yeghegnadzor
Learning Coach in Shatin (part time),TUMO Center for Creative Technologies,08 April 2024,Yeghegnadzor
Իրավաբան,"""INGO ARMENIA"" Insurance CJSC",14 April 2024,Yerevan
Internal Auditor,Digitain,14 April 2024,Yerevan
Head of Travel Department,SoftConstruct,14 April 2024,Yerevan
Senior Project Manager,Simply Technologies,14 April 2024,Yerevan
Node.js/Nest.Js  Developer,ZET Digital,14 April 2024,Yerevan
DevOps Engineer,Questrade International Inc.,12 April 2024,Yerevan
Сook at the Asian cuisine cafe PHOBO,Soup Story,14 April 2024,Yerevan
"IT Administrator, Service Desk (all genders)",TeamViewer Armenia,14 April 2024,Yerevan
Economist,«Էրեբունի» ԲԿ,14 April 2024,Yerevan
Chief Specialist,Մրցակցության պաշտպանության հանձնաժողով,14 April 2024,Yerevan
SMM մասնագետ,Brandon marketing,14 April 2024,Yerevan
Sales Manager,Nexolabs,14 April 2024,Yerevan
Բիզնես ուղղությունների իրավական սպասարկման վարչության իրավաբան,ՅՈՒՆԻԲԱՆԿ ԲԲԸ,14 April 2024,Yerevan
Software Development Intern / 49155BR,Synopsys Armenia,14 April 2024,Yerevan
Տեղադրման ստորաբաժանման ղեկավար,Էյ Էմ Գրուպ ՍՊԸ,14 April 2024,Yerevan
Construction Project Manager,Noah development LLC,14 April 2024,Yerevan
Հաշվապահ (արտադրության գծով),Էյ Էմ Գրուպ ՍՊԸ,14 April 2024,Yerevan
3D visualizer,Parvanyan Consulting LLC,11 April 2024,Yerevan
Заготовщик кондитер,Gotcha.am,14 April 2024,Yerevan
Product Manager,SoftConstruct,14 April 2024,Yerevan
3D Artist for Fastexverse,SoftConstruct,14 April 2024,Yerevan
Sales Manager,Fora Premium,14 April 2024,Yerevan
Graphic Designer,Partner Company,14 April 2024,Yerevan
Dispatcher- logist / English speaking,Garant Logistics LTD,14 April 2024,Yerevan
Գնումների և մատակարարման մենեջեր,Partner Company,14 April 2024,Yerevan
Dispatcher- logist,Garant Logistics LTD,14 April 2024,Yerevan
Աուդիտի բաժնի ղեկավար,Partner Company,14 April 2024,Yerevan
"Italian, Spanish or English Speaking Incoming Tour Manager",Armenia Holidays,14 April 2024,Yerevan
Տնօրենի օգնականի-գործավարուհու,S T SERVICE LLC,14 April 2024,Yerevan
Ֆինանսական տնօրեն,Partner Company,14 April 2024,Yerevan
Ֆինանսական վերլուծությունների և հաշվետվությունների բաժնի ղեկավար,"""INGO ARMENIA"" Insurance CJSC",14 April 2024,Yerevan
Sales Specialist,"""INGO ARMENIA"" Insurance CJSC",14 April 2024,Yerevan
Специалист по сбору информации,2GIS,14 April 2024,Yerevan
Lead Data Scientist,BUILG,14 April 2024,Yerevan
Data Engineer,BUILG,14 April 2024,Yerevan
Problem Manager,Digitain,14 April 2024,Yerevan
Change and Release Management Unit Manager,Digitain,14 April 2024,Yerevan
Content Management Specialist,Digitain,14 April 2024,Yerevan
Product Trainer,Digitain,14 April 2024,Yerevan
Contact Center Specialist,Digitain,14 April 2024,Yerevan
International Customer Support Specialist (Chinese),Digitain,14 April 2024,Yerevan
International Customer Support Specialist (Turkish),Digitain,14 April 2024,Yerevan
International Customer Support Specialist,Digitain,14 April 2024,Yerevan
Ավագ հաշվապահ,Էյ Էմ Գրուպ ՍՊԸ,14 April 2024,Yerevan
International Customer Support Specialist (Spanish),Digitain,14 April 2024,Yerevan
Առաքման ծառայության աշխատակից,"""Նատալի Ֆարմ Դեղատուն՛՛ ՍՊԸ",14 April 2024,Yerevan
Գրաֆիկ դիզայներ,Bacon Product LLC,14 April 2024,Arzni
SMM Manager,Fast Shift LLC,14 April 2024,Yerevan
Իրավախորհրդատու (Ընդհանուր հարցերով),"""Telecom Armenia"" OJSC",14 April 2024,Yerevan
"Հաճախորդների սպասարկման մասնագետ, ք. Չարենցավան",VTB Bank (Armenia),14 April 2024,Charentsavan
Economic Development Project Officer,Jinishian Memorial Foundation,14 April 2024,Yerevan
Գանձապահ՝ «Չարենցավան» մասնաճյուղում 13:00-22:00 աշխատաժամանակով,FastBank CJSC,14 April 2024,Charentsavan
Գանձապահ՝ «Չարենցավան» մասնաճյուղում 10:00-19:00 աշխատաժամանակով,FastBank CJSC,14 April 2024,Charentsavan
Գանձապահ՝ «Չարենցավան» մասնաճյուղում 09:00-18:00 աշխատաժամանակով,FastBank CJSC,14 April 2024,Charentsavan
Аналитик-разработчик (удаленно),WILDBERRIES LLC,13 April 2024,Yerevan                                            (Remote)
Ավագ հաշվետար,"""Telecom Armenia"" OJSC",13 April 2024,Yerevan
Macroeconomist/Monetary Policy Department/Macroeconomic Directorate,CENTRAL BANK OF ARMENIA,13 April 2024,Dilijan
Кладовщик ТЦ МЕГА МОЛЛ,SPORTMASTER,13 April 2024,Yerevan
Գանձապահ Upay ընկերությունում ք․ Եղեգնաձոր,Ucom,13 April 2024,Yerevan
Data Extraction/Technical Content Editor,Altacode,13 April 2024,Yerevan
Продавец,SPORTMASTER,13 April 2024,Yerevan
Accounting clerk,«Ռեստ Կոնցեպտ» ՍՊԸ,13 April 2024,Yerevan
Իրավաբան,Արատտա Քընսալթինգ,13 April 2024,Yerevan
Փոքր բիզնեսի հաճախորդների ներգրավման մենեջեր,VTB Bank (Armenia),13 April 2024,Yerevan
Թվային մարքեթինգի մասնագետ,Brandon marketing,13 April 2024,Yerevan
Manager,Coffee House Company,13 April 2024,Yerevan
"Team Lead, IT Service Desk (all genders)",TeamViewer Armenia,13 April 2024,Yerevan
Engineer at the hotel,Keygo,13 April 2024,Yerevan
Հաշվետար,Բեստ Ֆրենդս ՍՊԸ,13 April 2024,Yerevan
Business Development Manager,Simply Technologies,13 April 2024,Yerevan
Administrative assistant,BANA Angels,12 April 2024,Yerevan
Մաքրուհի,«Դարֆ» ՍՊԸ,13 April 2024,Yerevan
Senior Accountant,SOUTH GATE CJSC,13 April 2024,Yerevan
Գանձապահ,«Դարֆ» ՍՊԸ,13 April 2024,Yerevan
Middle .NET Developer with some DevOps responsibilities,DataArt Armenia,12 April 2024,Yerevan
Appliance Salesman,Food Depot LLC,13 April 2024,Yerevan
Digital Marketing Specialist,Jellyfish Yerevan,13 April 2024,Yerevan
Chief Leasing Development Specialist,AMIO BANK,13 April 2024,Yerevan
